disk_ID,vm_cpu,vm_memory,history_bandwidth_cpu_memory,avg_bandwidth,appid,create_time,finish_time,description,business_type
dd1ba451-2ed8-4357-9771-f42712db51c4,96.0,768.0,,5614.739583333333,1254024480.0,2022-12-06 17:16:54,2023-05-22 02:38:20,cvm-kube_node-maxwelldevops.bj7.tx.lan_cvm-kube_node-maxwell-225.devops.bj7.tx.lan4_cls-cbhlgevz/pvc-72bb21f7-697a-4974-9e1f-1f6684351f92,infra-node
3009938a-5c04-4395-811f-d7b7b7028504,32.0,128.0,95495.47023809524,9227.697916666666,1254375538.0,2022-11-19 23:33:18,2023-04-04 02:00:19,[系统盘]tld010082001160_新C云平台_周全_系统盘_1286-新C云平台,generic-unknown
21bca01a-daa3-4188-a4c7-d69423bb9d31,32.0,128.0,77.05704365079364,8677.123015873016,1254375538.0,2022-11-30 10:23:13,2023-02-26 02:27:37,[系统盘]tld010082001235_新C云平台_周全_系统盘_1286-新C云平台,generic-unknown
1cdb6085-38cd-4dcf-9294-93f7d75dadc5,8.0,16.0,,8539.233134920634,1255355056.0,2022-04-11 15:51:54,2023-01-26 14:03:41,orch-ccccltdportal2-mobile2-api2-bj-tc_中交建orch_orch-ccccltd-6-portal2-mobile2-api2-bj-tc_orch-ccccltd-4-361-beijing-tc-portal-mobile-api-bak_系统盘,office-system
d6d26c77-09f3-4c20-a24c-2b1f9a946c10,16.0,32.0,13411.857638888889,12692.877976190475,1255355056.0,2022-10-30 13:56:29,2023-02-01 02:09:37,orch-cnsic-24-influxdb-bj-tc_系统盘_中盐集团私有化orch_orch-cnsicinfluxdb-bj-tc,infra-database
ba54559f-b79b-46ff-bafa-fb20dee5ad4e,4.0,8.0,,11106.395833333334,1255355056.0,2022-10-30 14:27:00,2023-03-11 22:02:41,orch-cnsicneo4j1-bj-tc_中盐集团私有化orch_orch-cnsic-29-neo4j1-bj-tc_系统盘,infra-database
e3d8eec1-23aa-4e73-8d14-c433dc477b5a,8.0,40.0,,7877.4265873015875,1256347268.0,2023-01-13 14:41:37,2023-02-13 14:41:52,dd-avatar1_系统盘_默认项目,generic-unknown
c671f660-b60f-4e6a-8bf9-f9d412862cbf,2.0,4.0,,5793.908730158731,1257687450.0,2023-02-16 11:51:44,2023-04-04 02:00:19,"emr-common,emr-Common_emr-ncg4uhzh_大数据_emr-common1_数据盘_1",compute-simulation
d60dd037-3a29-43fd-b690-7e43d720b957,2.0,4.0,5793.908730158731,7789.3110119047615,1257687450.0,2023-02-16 11:51:54,2023-03-16 11:52:43,大数据_emr-common1_系统盘,infra-node
3140d05c-d04e-4b8c-9a60-876d9196df63,16.0,64.0,,6612.705853174603,1300247079.0,2022-08-05 11:36:34,2023-01-24 02:10:40,默认项目_未命名4_系统盘_image_info-1v.media.bjtx7.mthost.cn,media-video-streaming
b8ce86b1-46b0-43d5-a63b-00ea28d1e5ea,32.0,64.0,,11577.25496031746,1301026175.0,2021-10-22 14:16:52,2023-05-22 02:38:20,cls-iwbipxq5/pvc-2583002f-d7dc-4705-8466-9732bcfc5489_cls-iwbipxq5-tke,generic-unknown
bfdfc15b-6dc5-4004-8dd9-4af55e71838e,32.0,128.0,,9678.917162698412,1301181550.0,2022-11-11 14:46:17,2023-04-04 02:00:19,emr-task10_数据盘_1_emr-Task-emr-gmz8tdmv_默认项目_emr-Task.7944_emr-gmz8tdmv,compute-simulation
b8fc00ec-d590-4074-baa3-6216b9038d8f,32.0,128.0,9678.917162698412,8128.016369047619,1301181550.0,2022-11-11 14:46:36,2023-03-22 02:04:42,emr-task14_系统盘_emr-Task.7948_emr-gmz8tdmv_emr-Task-emr-gmz8tdmv_默认项目,infra-node
7e8e03dd-a2c0-4059-add5-3b8f860a9277,32.0,128.0,8128.016369047619,8180.389384920635,1301181550.0,2022-11-11 14:46:45,2023-03-19 02:05:44,emr-Task-emr-gmz8tdmv_默认项目_emr-task25_系统盘_emr-Task.7959_emr-gmz8tdmv,compute-simulation
880a76c2-b2d9-4afa-9969-71166b19bf66,8.0,32.0,,12836.85367063492,1304144265.0,2022-08-16 10:32:42,2023-02-01 00:10:01,prod-dam-prod-dam-emr-Masteremr-alaflh7u_emr-master-first_系统盘_prod-dam-prod-dam-emr-Master.1_emr-alaflh7u_特赞-内容平台,media-news-portal
818cfcac-a62f-43bb-9238-ea69f7ae3c2b,32.0,64.0,,8191.361111111111,1304271637.0,2023-01-05 10:22:59,2023-03-17 02:09:13,asg-07lf81sr_as-tke-np-kytmrnzt2_数据盘_1,generic-autoscaling
91f52ee9-aa66-45b8-a633-83c2a9e24e5b,16.0,64.0,30374.494543650795,6587.241567460317,1306128425.0,2023-01-03 17:27:29,2023-04-04 02:00:19,默认项目_cfs-4b79a186e-oss16_数据盘_4,generic-unknown
337c41e0-bd20-47ab-8dd5-dfce6838a527,16.0,64.0,6587.241567460317,6018.787202380952,1306128425.0,2023-02-15 16:43:20,2023-04-04 02:00:19,cfs-4b79a186e-oss18_数据盘_4_默认项目,infra-node
5086af91-825b-49f9-a5b3-5e3be2d30e8f,4.0,8.0,,8274.695932539682,1308597516.0,2022-11-15 11:19:01,2023-02-01 02:09:37,EDR_emr-Core-emr-joa96hu_emr-Core.5_emr-joa96hu7_emr-core_系统盘,compute-simulation
7d78c96c-40ff-401d-9eef-3eb19303a9aa,16.0,32.0,,7639.058035714285,1312368346.0,2023-04-21 15:32:21,2023-05-22 02:38:20,password_eric_07208_系统盘_默认项目_perf_cmysql8,infra-database
87c1e1d0-4680-40e6-a35d-7b7dfd757c37,4.0,16.0,,7483.5625,1312524845.0,2022-09-03 14:00:52,2023-01-31 02:09:56,pyk9-prd-xeszx-zxkt-老课堂passport_02_系统盘_online,education-learning
d37a5ce4-7f53-4a7e-af3f-6a2a7bc31289,8.0,16.0,,5896.459325396825,1313100831.0,2022-11-24 16:57:33,2023-01-29 02:10:29,默认项目_vrtccontrollerprod-tx-bj7.vhall.domain_vrtccontroller-401-prod-tx-bj7.vhall.domain_系统盘,media-video-streaming
a580bbba-cac7-461c-8b04-8b54c249e6b1,16.0,32.0,,7348.065972222223,1313100831.0,2022-12-02 04:59:22,2023-04-04 02:00:19,paas-ocp-msg1prod-tx-bj7.vhall.domain_paas-ocp-msg1-01-prod-tx-bj7.vhall.domain3_系统盘_默认项目_paas-ocp-msg1-09-prod-tx-bj7.vhall.domain,infra-message-queue
92618db2-59e5-45ed-a93e-9c80ea493fe4,4.0,8.0,,5862.058035714285,1315241680.0,2023-05-08 16:28:31,2023-06-08 16:28:43,资讯接口服务+mongo同步服务+搜索服务-2_系统盘_默认项目,media-news-portal
0860ad15-6ed2-4211-8757-debf1dab70eb,84.0,320.0,,9779.580357142857,1251021019.0,2023-04-17 22:30:36,2023-05-22 02:37:56,tx-bj-hulk-k8s-node3047_数据盘_默认项目,infra-node
906e566d-9be9-400f-97df-39618502fb30,4.0,8.0,,11483.205853174602,1251158533.0,2021-07-26 21:23:48,2023-05-22 08:18:56,CCN-Monitor-74_系统盘_默认项目,infra-logging-monitoring
8e89bcd3-e8a9-4ac7-906c-6f7ed4bb4ed1,16.0,64.0,,9544.40476190476,1251316161.0,2022-09-06 16:17:29,2023-05-22 02:37:56,无线业务_1039_[检索算法][召回算法]_未命名_系统盘,ai-machine-learning
57ba42e5-29b6-418e-a3eb-80a6aa49af71,20.0,80.0,3002.28621031746,7346.244543650793,1251316161.0,2023-04-28 12:17:30,2023-05-28 12:17:56,[非自动化上线][其他]_未命名_数据盘_1_腾讯云闲置复用平台_1364,generic-unknown
57ed75ec-6f52-4043-a2b4-51a8fb952b1e,8.0,32.0,,7977.556547619048,1251329614.0,2021-05-25 09:48:48,2023-05-22 02:37:56,t5-tkcnncs-nncstest-app09_系统盘_Server_t5-tkcnncs-nncstest-bd06,dev-test-env
e306f1e9-8cd1-4486-ab93-584f30c87410,8.0,16.0,,7027.39632936508,1251329614.0,2021-09-24 15:14:03,2023-05-22 02:37:56,Server_p5-lr-ycj-web02_系统盘,corp-website-portal
24c91499-9a63-4e9b-b339-4163949d5f76,8.0,16.0,,8796.287698412698,1251489075.0,2021-07-14 23:48:33,2023-05-22 02:37:56,tke_cls-79qggro7_worker9_系统盘_ark-andromeda(仙女座),infra-node
4b29224a-556c-4a27-a9d2-c4aa4d7c6627,8.0,16.0,8796.287698412698,8784.282738095239,1251489075.0,2021-07-14 23:48:34,2023-05-22 02:37:56,ark-andromeda(仙女座)_tke_cls-79qggro7_worker5_系统盘,infra-node
c53cb4f5-ddb9-414f-aacd-f3aaa82f108a,48.0,96.0,,11993.485119047618,1251489075.0,2021-12-29 11:39:17,2023-05-22 02:37:56,as-tke-np-qf3gqelt_系统盘_ark-aries(白羊座),infra-node
74b5ff51-9126-4448-b869-843cacd2a826,32.0,64.0,,9816.503472222224,1251489075.0,2022-06-14 14:36:53,2023-05-22 02:37:56,as-tke-np-jcd8q5xx3_系统盘_818活动-2022,infra-node
02661956-a340-4cf9-acac-f45d12f82644,16.0,32.0,,10946.974702380952,1251489075.0,2022-06-14 16:57:00,2023-05-22 02:37:56,818活动-2022_as-tke-np-fp2dw27t4_系统盘,infra-node
db7f4d5c-b107-45a6-9a66-a4471df7b346,16.0,32.0,62916.99454365079,8131.710317460317,1251489075.0,2022-07-06 10:19:19,2023-05-22 02:37:56,ark-aries(白羊座)_as-tke-np-byf80o6x2_系统盘,infra-node
67fd45be-9e24-4d74-b1b1-8bb2ce926e75,32.0,64.0,9816.503472222224,9292.409722222224,1251489075.0,2022-07-13 10:41:54,2023-05-22 02:37:56,818活动-2022_as-tke-np-jcd8q5xx2_系统盘,infra-node
04281659-7d43-4fba-9150-bb545c907a87,16.0,32.0,8131.710317460317,8254.689484126984,1251489075.0,2022-07-14 20:28:50,2023-05-22 02:37:56,as-tke-np-r6x6oted8_系统盘_818活动-2022,infra-node
e4f28fd2-baac-4300-941b-7985b726b447,16.0,32.0,8254.689484126984,8489.784226190477,1251489075.0,2022-07-14 21:24:17,2023-05-22 02:37:56,ark-aries(白羊座)_as-tke-np-byf80o6x8_系统盘,infra-node
c3362aed-a4e4-4f14-8bd2-a6f41b711cf5,16.0,32.0,62889.60912698413,7957.696428571428,1251489075.0,2022-07-14 21:24:27,2023-05-22 02:37:56,as-tke-np-rzu632a91_系统盘_ark-aries(白羊座),infra-node
66088b53-ffa4-4922-8066-799a14c8b0bf,16.0,32.0,63095.42807539683,11726.950892857143,1251489075.0,2022-07-14 21:24:37,2023-05-22 02:37:56,ark-aries(白羊座)_as-tke-np-rzu632a92_系统盘,infra-node
581afe11-aa8f-479a-95e7-5178e84d759c,16.0,32.0,67680.97321428571,11566.086805555557,1251489075.0,2022-07-14 21:24:42,2023-05-22 02:37:56,ark-aries(白羊座)_as-tke-np-rzu632a95_系统盘,infra-node
b096017f-e17d-4557-96f4-4182057fb4d9,8.0,32.0,1179.765873015873,11877.906746031746,1251489075.0,2022-08-11 17:43:54,2023-05-22 02:37:56,as-tke-np-2oixm6sz_DATA_DISK_1_ark-aries(白羊座)_as-tke-np-2oixm6sz3,infra-node
2d62395c-9650-436d-8372-b2ca953bbe8d,8.0,32.0,11877.906746031746,6809.127480158731,1251489075.0,2022-08-11 17:43:59,2023-05-22 02:37:56,ark-aries(白羊座)_as-tke-np-2oixm6sz2_系统盘,infra-node
048e96f1-d969-40a5-97d7-401b9af0084e,8.0,32.0,1438.303571428571,6265.070932539683,1251489075.0,2022-09-13 10:37:01,2023-05-22 02:37:56,ark-aries(白羊座)_as-tke-np-2oixm6sz1_系统盘,infra-node
db635925-c5df-4dff-a7c6-d22341f15678,2.0,4.0,,6800.650297619048,1251662784.0,2021-05-20 13:19:39,2023-05-22 02:37:56,百合java测外13_系统盘_默认项目_百合JAVA-baihe-creditScore-测外,dev-test-env
e44a0922-a483-4c21-8119-c3bab96edb46,2.0,4.0,6800.650297619048,6861.282738095239,1251662784.0,2021-05-20 13:19:39,2023-05-22 02:37:56,百合JAVA-baihe-open-测外_默认项目_百合java测外19_系统盘,dev-test-env
f36e476a-69ee-4138-a2d8-6faf44631b2f,2.0,4.0,6861.282738095239,7775.359126984127,1251662784.0,2021-05-20 13:19:40,2023-05-22 02:37:56,百合JAVA-baihe-trade-测外_默认项目_百合java测外9_系统盘,dev-test-env
d11bf247-b77e-4fde-b527-8afb2c6c53a0,2.0,4.0,7775.359126984127,7184.313988095239,1251662784.0,2021-05-20 13:19:41,2023-05-22 02:37:56,百合JAVA-baihe-search-测外_默认项目_百合java测外21_系统盘,dev-test-env
c5ead9ff-abe7-418e-976c-d30d5de52d22,2.0,4.0,7184.313988095239,8466.826388888889,1251662784.0,2021-05-20 14:03:45,2023-05-22 02:37:56,默认项目_百合php测外7_系统盘,dev-test-env
4f4d2a76-1550-41ca-89a4-f652a61d1c74,2.0,4.0,8466.826388888889,6838.519345238095,1251662784.0,2021-06-15 16:24:12,2023-05-22 02:37:56,默认项目_过滤系统测试（数据研发部-支撑组使用）_系统盘,dev-test-env
d8fcac8a-6976-48da-823a-bdb401ca47aa,16.0,32.0,,8992.519345238095,1251671073.0,2022-04-25 15:17:48,2023-05-22 02:37:56,re-video31.bj-video.sm4_系统盘_re-video32.bj-video.sm_视频,media-video-streaming
53b05172-c58d-436c-a5e0-bea4a901e096,16.0,32.0,8992.519345238095,10615.96626984127,1251671073.0,2022-06-09 21:43:00,2023-05-22 02:37:56,设备指纹_fp-x22.bj-fp.sm_系统盘,finance-payment
a343845e-8582-435b-9537-7cb52b9e9e78,32.0,64.0,,11038.977182539682,1251671073.0,2022-11-24 14:45:05,2023-05-22 02:37:56,re-image31.bj.sm_系统盘_图片,media-video-streaming
7291d0f6-3b3d-4917-b334-48f5e8dfe7e3,48.0,192.0,,8539.22619047619,1251882982.0,2021-10-25 11:09:35,2023-05-22 02:37:56,基础设施_tke_cls-lyzgmnvd_worker3_系统盘,infra-node
d4798b29-3f7e-4398-9582-757f6141c2bb,16.0,128.0,,4999.048611111111,1251911170.0,2023-03-07 17:13:30,2023-05-22 02:37:56,ksgame-bigdata-shence-test-data01.hb.txyun1_数据盘_3,dev-test-env
2e22a563-a8af-458a-b88f-7943365c8046,4.0,8.0,,7180.296130952381,1252208840.0,2021-04-14 10:24:59,2023-05-22 02:37:56,河北广电项目_未命名12_系统盘_业务平台接口服务,media-video-streaming
9e6e5351-c8e3-434b-bfb2-472832985b58,4.0,16.0,,7148.012400793651,1252208840.0,2021-04-14 10:24:59,2023-05-22 02:37:56,河北广电项目_业务前端_未命名11_系统盘,media-video-streaming
37f3a4e2-1dad-44af-aba0-a650304f1811,32.0,64.0,60341.76041666666,13014.075396825398,1252271228.0,2021-09-10 17:41:58,2023-05-22 02:37:56,cls-1ojisxfh/pvc-932b4b04-3895-46f2-afa0-df11e63b9789_as-tke-np-0x5l9fkj2,infra-node
9814b67e-5656-4df2-8e6d-634c04db8705,8.0,16.0,,7374.71378968254,1252271228.0,2021-09-22 13:36:45,2023-05-22 02:37:56,bigdata_BD-das-nginx-3_系统盘,data-collection-delivery
8f2d5d4a-72d8-4c86-ae64-a0633fe5847e,4.0,16.0,,10182.508432539682,1252271228.0,2022-06-14 14:21:23,2023-05-22 02:37:56,bigdata_emr-Masteremr-psbtt2m_emr-master-first_系统盘_emr-Master.1_emr-psbtt2m9,compute-simulation
a3d45bc6-7c9e-4c02-b3f8-b3a5f423902f,4.0,8.0,,6042.642361111111,1252271228.0,2022-07-28 16:49:36,2023-05-22 02:37:56,bigdata_BD-Zeppelin-2_系统盘,ai-machine-learning
8b486a59-ee63-4347-8ac9-1723c9c25de2,16.0,64.0,,6797.8234126984125,1252325870.0,2022-05-25 16:43:39,2023-05-22 02:37:56,mind_test_im1_默认项目,dev-test-env
62a70dcc-ab9b-46dd-8bc9-47dfa489a935,4.0,16.0,,5650.916666666667,1252579942.0,2021-11-24 14:16:39,2023-05-22 02:37:56,罗振华-詹晶晶-快而居2.0迁移4.0（202311）_系统盘_三一快而居设备物联项目_CVM-BJ7-罗振华-詹晶晶-快而居2.0迁移4.0（202311）,iot-saas-platform
a03d2ed2-8698-4cf4-9089-94c5c73f4806,4.0,8.0,,7191.609126984127,1253159997.0,2022-01-06 09:04:03,2023-05-22 02:37:56,k8s-prod-nginx-ingress-1_asg-d50z2q6v_as-tke-np-m67tvej9_系统盘,infra-node
9385ce71-9fba-4999-9f17-31bbe05b5c4e,8.0,16.0,,6565.882440476191,1253159997.0,2022-03-01 15:12:50,2023-05-22 02:37:56,k8s-prod-node-22_as-tke-np-4egjez79_系统盘_asg-03cqjq1n,infra-node
5734b675-0d9c-480a-af2d-30cb4d3eacbc,80.0,320.0,,6035.2172619047615,1253271207.0,2022-11-02 15:40:48,2023-05-22 02:37:56,qc-infra-bj2-k8s-gpu-v100-80c-320g-vm.mgransoh.0_系统盘_asg-d12t0yqh,infra-node
900ca51c-30e3-4e35-b335-59d6c333bde1,64.0,256.0,60993.23363095238,7999.5421626984125,1253271207.0,2022-12-20 13:06:28,2023-05-22 02:37:56,qc-infra-bj2-k8s-node-64c-256g-vm.1mqnu3xx.0_数据盘_1_asg-idnn4fud,infra-node
a38f8873-ea8b-448c-900c-1c68babde38c,64.0,256.0,7999.5421626984125,12286.592757936509,1253271207.0,2022-12-20 13:06:37,2023-05-22 02:37:56,asg-idnn4fud_qc-infra-bj2-k8s-node-64c-256g-vm.1mqnu3xx.2_系统盘,infra-node
e6c72653-8395-4da2-b83c-a601f9d9eba4,48.0,192.0,,8547.300595238095,1253271207.0,2023-05-05 11:06:26,2023-06-05 11:06:47,qc-bj2-k8s-48c-192g-vm.bln34kab.0_数据盘_1_asg-6rwhfck9,infra-node
fe2ca5e5-e125-404b-9ced-7dda346d1077,4.0,8.0,,7962.753968253968,1253431691.0,2022-07-14 13:29:33,2023-05-22 02:37:56,d-qcbj7-rd-crypto-01_系统盘_默认项目,dev-test-env
5b3e7b33-e45c-4203-8762-0511dc47fa43,8.0,32.0,,12079.099702380952,1253431691.0,2022-09-27 18:06:08,2023-09-27 18:06:24,s-tke-qgpu-node.r1svrmov.0_系统盘_asg-q6b6xc7l,infra-node
cc33c314-027e-4820-a7b9-d7a479ffc024,8.0,16.0,36428.58432539683,7718.816964285715,1253431691.0,2022-12-05 17:12:52,2023-05-22 02:37:56,p-qcbj7-tc-tke-nginx-9da7d0a5-02_系统盘_默认项目,infra-node
261af3ba-1bb6-471b-98ab-784c105291bc,4.0,8.0,1079.826884920635,6486.948908730159,1253431691.0,2022-12-12 14:52:56,2023-05-22 02:37:56,s-qcbj7-tc-tke-nginx-63cf13ee-04_数据盘_1_默认项目,infra-node
0f5b1fe2-1505-4b2b-9be0-42ff9fd7fdd3,8.0,16.0,7718.816964285715,6641.650793650793,1253431691.0,2023-01-04 14:26:52,2023-05-22 02:37:56,s-qcbj7-ccs-vda-tidb-prod-e3483ee1-04_系统盘_默认项目,infra-database
84c3eaaa-8aa3-405e-84bd-4788e25a4ec9,4.0,16.0,,9204.50248015873,1253431691.0,2023-03-21 09:42:47,2023-05-22 02:37:56,默认项目_tke_cls-jyh7vp5p_worker2_系统盘,infra-node
ec84313e-ed8d-422e-95cc-3627d84d5d81,4.0,16.0,,6666.42757936508,1253467224.0,2021-08-25 15:07:14,2023-05-22 02:37:56,retai_pub_test_k8s_系统盘_默认项目,dev-test-env
33f3086f-b40a-44f7-a752-a634d4574b52,2.0,16.0,,7225.550595238095,1253467224.0,2021-09-17 16:25:06,2023-05-22 02:37:56,financeapp_pub_test_testpod9_node3_qiwei_stress_数据盘_1_scrm,dev-test-env
e44f5544-ff72-415a-9a8a-838a0135404a,2.0,4.0,,8978.602182539682,1253467224.0,2021-10-09 11:21:51,2023-05-22 02:37:56,默认项目_retail_test_service_数据盘_1,dev-test-env
aec1386d-a885-47c9-b0c7-cc6985d18395,4.0,16.0,2933.5753968253966,13283.326388888889,1253687700.0,2022-03-20 11:24:48,2023-05-22 02:37:56,asg-mn3ukmer_as-tke-np-qbcovslz2_系统盘,generic-autoscaling
cffd65c6-be68-4b72-9db9-147efb5988a4,4.0,16.0,13283.326388888889,12982.094742063491,1253687700.0,2022-04-07 15:00:41,2023-05-22 02:37:56,asg-6r5dspqp_as-tke-np-l3eyytkh2_系统盘,generic-autoscaling
604f4d1a-ad38-42a4-8fe0-1845e9827817,16.0,64.0,,9483.994543650791,1253747176.0,2021-09-06 15:20:02,2023-05-22 02:37:56,angmar28_系统盘_terraform,infra-node
87d97148-e1f9-4357-ab8b-443151978625,2.0,4.0,4370.413690476191,10982.35367063492,1253747176.0,2021-10-25 12:35:40,2023-05-22 02:37:56,khazad18_系统盘_sa,generic-unknown
64d12a97-5a83-482f-ba63-0505e6f699f8,4.0,8.0,,10387.240575396823,1253802058.0,2021-12-24 14:59:58,2023-05-22 02:37:56,zec.internal.moqi.ai_系统盘_xiaohuaz_dev-1.single.internal.moqi.ai_默认项目_xiaohuaz_devsingle.internal.moqi.ai,dev-test-env
21c675aa-d136-45df-9ee2-75f04674ac00,32.0,64.0,,8932.246031746032,1254075445.0,2023-03-06 13:43:47,2023-05-22 08:18:56,造梦4手游_tcen_bj7_x_zm4sy_g4_系统盘,game-service
c2dfdfd4-126a-4ed2-8714-f48eb9b1cd5f,32.0,128.0,,8319.049603174602,1254375538.0,2022-09-22 13:55:04,2023-05-22 02:37:56,[系统盘]tla010082002137_新C云平台_周全_系统盘_1286-新C云平台,infra-node
8e4848da-4dbc-4f46-9406-c32d27c60161,4.0,8.0,,5031.891369047619,1255431822.0,2021-10-20 11:37:30,2024-10-20 11:37:31,m2-center_默认项目,generic-unknown
387ecfda-3a62-4d2e-8c1f-bb105ec9c4db,32.0,64.0,63570.78273809524,10324.496527777776,1255607631.0,2023-02-14 17:01:51,2023-05-22 02:37:56,鱼声后端-综合业务(b2id:546)_鱼声业务-kafka(b3id:14860)_未命名_系统盘,infra-message-queue
cb8131a6-f844-4cb6-a94a-a12dc3c8a4b6,16.0,32.0,1743416.0629960315,9736.785714285714,1255613487.0,2022-06-07 15:36:46,2023-05-16 14:23:45,ckafka-gnan4bzj-cbs_默认项目_Ckafka_ins-ij5myxgh_1394268025_5,infra-message-queue
f03e0055-0bba-4dd0-bc61-78cd836fd610,2.0,8.0,1177.1190476190477,5999.334325396825,1255613487.0,2022-07-08 14:57:37,2023-05-22 02:37:56,ckafka-8jxjgz2g-cbs_默认项目_Ckafka_ins-1nxx0w2v_495998334_0,infra-message-queue
b1345724-9f62-4d16-b7dc-4185336a4bfe,4.0,8.0,63623.150297619046,6970.491567460317,1255613487.0,2022-10-31 22:30:40,2023-05-22 02:37:56,Ckafka_ins-6wnfm7on_631340930_1_默认项目_ckafka-8jxjgae3-cbs,infra-message-queue
037387f4-536b-4a7a-9e67-593a2cead636,4.0,8.0,6970.491567460317,8724.449404761905,1255613487.0,2022-10-31 22:30:43,2023-05-22 02:37:56,默认项目_ckafka-8jxjgae3-cbs_Ckafka_ins-14s5avaj_2011354805_1,infra-message-queue
042781ed-a65f-4bf4-adf5-4b43a74fea2f,32.0,64.0,,6948.144345238095,1256037416.0,2022-10-28 16:00:21,2023-05-22 02:37:56,txy-bigdata-hadoop-canal08.tarbrain.100tal.com_未命名4_系统盘_数聚云,data-collection-delivery
97552a8e-5582-471b-adc1-85f46c1e87a2,16.0,64.0,,5499.040178571428,1256468630.0,2022-01-19 16:50:38,2023-05-22 02:37:56,m-tc7-cvm-gz01-202201191650257172_系统盘_g1_bj,infra-node
e46b4a36-ed2f-4d0b-bca9-debb6836ea9d,16.0,64.0,5499.040178571428,6157.296130952381,1256468630.0,2022-01-19 16:50:38,2023-05-22 02:37:56,m-tc7-cvm-gz01-202201191650257175_系统盘_g1_bj,infra-node
5240a246-1ee5-4cbb-a53b-4ed83918ee18,32.0,128.0,,6306.981646825397,1256468630.0,2022-03-08 16:02:39,2023-05-22 02:37:56,m-tc7-cvm-gz01-202203081602259361_系统盘_g1_bj,infra-node
78cc2c2c-d74e-43f6-9771-95ae66d56a06,8.0,16.0,,10440.28273809524,1256468630.0,2022-12-07 17:36:33,2023-05-22 02:37:56,m-tc7-cvm-gz01-202212071736176991_系统盘_g1_bj,infra-node
7779b569-8900-4036-af15-ed315adba325,4.0,16.0,,6928.981150793651,1256532032.0,2023-03-28 14:16:58,2023-05-22 02:37:56,ANYOPS-Agent-Tencent_系统盘_默认项目,infra-logging-monitoring
a8bb73fe-091d-4b3e-9268-df0a1d760363,8.0,32.0,,9500.34226190476,1257687450.0,2023-03-10 19:55:32,2023-05-22 02:37:56,大数据_emr-Core_emr-ncg4uhzh_emr-core_系统盘,compute-simulation
