disk_ID,cluster_index,description,business_type
b872de19-2ee0-4df5-965a-3043ad2c6647,704,100live_prod_java_2_系统盘_100live_prod_java_class-pro_10.18.7.236,media-video-streaming
4714e163-45fb-40e9-8181-afb82c54b6fc,704,100live_prod_java_3_系统盘_100live_prod_java_yb-saas-im_10.18.7.176,media-video-streaming
eb0e9281-cc02-41c6-956f-2442fe66f02f,656,100live_prod_java_yb-business-data_10.18.7.196_100live_prod_java_yb-saas-im_10.18.7.176_系统盘,iot-saas-platform
455d35de-c8e3-4ef3-be19-4971c6b15a0d,437,100live_prod_java_ybmaterial-api_10.18.7.151_系统盘_导播台,media-video-streaming
455d35de-c8e3-4ef3-be19-4971c6b15a0d,748,100live_prod_java_ybmaterial-api_10.18.7.151_系统盘_导播台_prod_java_ybmaterial-api_10.18.7.174_2,media-video-streaming
445fed21-ba32-4c7a-b4eb-1eed5921025e,674,100live_prod_nginx_10.18.7.139_100live_prod_nginx_系统盘,media-video-streaming
afd8fd25-cbca-42cc-a627-47f01c57c155,609,102-GAME-NEW1_系统盘,game-service
2d75d8a9-0a38-4280-93a9-5126b8e99a6f,401,102-SIM-1-NEW_系统盘_102-SIMNEW,compute-simulation
8d254ad8-c12f-42f1-9c2a-635e58ba5f9b,401,102-TCP-NEW1_系统盘,infra-node
6c7db405-bb78-4ffd-b88f-ebc84aa50824,571,102-WEB--NEW_系统盘_102-WEB-1-NEW_102-WEBNEW,corp-website-portal
2a7fbe1d-aa61-4a64-bea6-ff8aa100ca9f,698,102-WEB-1-NEW_系统盘_102-WEBNEW,corp-website-portal
e1ab0730-f799-4345-a2b0-885f9e42cf11,476,103-GAME-1_103-GAME-NEW1_系统盘,game-service
ec4b1c80-df24-4bcd-9fdb-31deca0c7e9f,487,103-INTERNAL-1_103-INTERNAL-NEW1_系统盘,dev-test-env
c5c38e71-fde8-4331-a8a1-f72cc932788b,577,103-SIM-1-NEW_系统盘,compute-simulation
567babae-5c59-4b13-83f7-797e09da7b36,408,103-TCP-1_103-TCP-NEW1_系统盘,generic-unknown
89fc809f-480c-4363-afd9-8517f11fc26b,405,106-GAMEL-1-NEW1_系统盘_106-GAMELNEW,game-service
142099c0-df3c-4aa2-b3d2-ebf0667ab270,576,106-GAMEL-1-NEW2_系统盘_106-INTERNAL-1-NEW_106-INTERNALNEW,game-service
2ae4da44-63f4-40dd-b555-9680f05d437f,604,106-INTERNAL-2_系统盘,infra-node
45ec70a3-8af1-4d00-8727-abea2fd89ca1,563,106-SIM-1_系统盘,compute-simulation
d47d2e29-3854-4c11-bc7d-25f23c4e1846,662,106-TCP-1-NEW_系统盘_106-TCPNEW,generic-unknown
e4613494-d5e6-436a-8dcd-b43c45fd7d2b,698,107-ALL-1_系统盘,generic-unknown
b4b26ebe-e4bb-40bc-8422-74703884fc81,532,109-GAME-MEMORY-NEW1_系统盘,game-service
af760f5a-7f38-4fc6-ad9e-43c904fc73d3,662,109-GAME-STANDARD-NEW1_系统盘,game-service
3ce58ca5-a644-44eb-bae0-b526f5582543,754,109-WEB-1_109-WEB-NEW1_系统盘,corp-website-portal
3ce58ca5-a644-44eb-bae0-b526f5582543,476,109-WEB-NEW1_系统盘,corp-website-portal
128f8692-9bfd-482e-a6bc-c559e40e5e97,656,1102-2_系统盘_李梅忠,personal-use
d7887abd-4a5b-48dd-884f-335518d10135,602,111-AI-13_系统盘,ai-machine-learning
e70ac77f-e585-4aef-abf1-b188d664fbf3,704,11111_系统盘_二次激活邮箱,office-system
8885640e-8dcb-441b-82c4-d162516c0218,752,111_未命名_系统盘,generic-unknown
950d8791-ee36-4c32-97bf-89c5147e2b5a,562,114_xt_dbroot_xt_dbroot_系统盘,infra-database
cf407074-777e-4239-ae38-a2c5c7efb1cf,570,119-ADMIN-1-NEW_系统盘_119-ADMINNEW,infra-jumpbox
4be097e7-0081-4c4b-9824-dc7f01c80d3b,570,119-GAME-NEW10_未命名10_系统盘,game-service
b2a582fe-916d-4660-bac2-20c8d9bbfb37,576,119-LIKUI-GAME-NEW1_系统盘,game-service
34ee02ae-23e0-47f3-b2f0-8168cc6687f7,606,119-LIKUI-WEB-1-NEW_119-LIKUI-WEBNEW_未命名_系统盘,corp-website-portal
f1b7e2ed-60a0-4de0-bfca-89a5569ddd65,602,119-TASK-NEW1_系统盘,generic-unknown
05cc08bf-1337-4d73-9ea0-87c912265487,698,119-WEB-NEW1_未命名1_系统盘,generic-unknown
cd1e883c-7484-4719-882e-3cee1e847322,532,119-WSS-NEW10_系统盘,office-system
92e78f4b-e013-4124-bc48-e49317298808,532,123_activity-cvm-2021-11-092_系统盘_activity-cvm11系统盘,generic-unknown
234c6bf9-f654-4b67-b99c-85b4a7c338d8,662,"124-Sliding,124-WEB_124-Sliding_系统盘_124-WEB-1",corp-website-portal
5d05fc80-e593-4ca9-82aa-5721189121c0,517,1286-新C云平台_[数据盘]tla010082002004_新C云平台_zhouq90_1_新C生产-重起租户-ECAFlinkTM,compute-simulation
98d70d67-5f7f-4fe4-a492-d447e5e70c6d,564,1286-新C云平台_[数据盘]tla010082002023_新C云平台_周全_数据盘_1,infra-node
d4b63138-65c8-41db-a13d-2fb4fe2fc0db,588,1286-新C云平台_[数据盘]tla010082002026_新C云平台_周全_数据盘_2_0_国六T4_Kafka,infra-message-queue
40422da5-b679-4792-9e7e-aa0b00a064eb,565,1286-新C云平台_[数据盘]tla010082002049_新C云平台_周全_数据盘_3_音视频kafka,infra-message-queue
79a1f6e6-57fe-4004-87f2-f795ab0a998c,519,1286-新C云平台_[数据盘]tla010082002064_新C云平台_周全_1_生产-历史数据回补dataX（VM部署）,data-collection-delivery
945e33c4-9d95-4978-822b-bd3d54193566,748,1286-新C云平台_[数据盘]tla010082002139_新C云平台_周全_1_新C生产-专汽租户-ECAFlinkTM,logistics-mobility
daf4739c-2f43-491f-84ef-db51bcbd9f7c,589,1286-新C云平台_[数据盘]tla010082102004_新C云平台_周全_1_压测-专汽flink-iotworks,dev-test-env
4fc68e05-1a03-480d-9889-c054bb5610a8,704,1286-新C云平台_[数据盘]tla010082102032_新C云平台_周全_数据盘_1_压测环境施压机,dev-test-env
bae5ddee-d72f-47ad-bf4a-db7554897d1a,415,1286-新C云平台_[数据盘]tla010082102094_新C云平台_周全_1,iot-saas-platform
55dbd16b-759c-4a48-97ff-369589e075f8,415,1286-新C云平台_[数据盘]tla010082102120_新C云平台_周全_数据盘_1_dct-kafka-pre,infra-message-queue
45f92907-d04e-4b57-b5b7-d84099fa4c53,538,1286-新C云平台_[数据盘]tld010082001005_新C云平台_zhouq90_1,infra-node
45f92907-d04e-4b57-b5b7-d84099fa4c53,568,"1286-新C云平台_[数据盘]tld010082001005_新C云平台_zhouq90_1_tld010082001005_新C云平台_zhouq,[数据盘]tld010082001207_新C云平台_zhouq",infra-node
0bb933b2-2c70-4d3e-bc18-1704728ad4f0,566,1286-新C云平台_[数据盘]tld010082001072_新C云平台_周全_1_实时工况数据转发dct-kafka（专汽租户）,infra-message-queue
b1017480-197c-4338-b869-d676f9a3899c,656,1286-新C云平台_[数据盘]tld010082001086_新C云平台_周全_数据盘_1,infra-node
0d83c64b-2ae5-44ce-bc9b-427b22d39749,567,1286-新C云平台_[数据盘]tld010082001120_新C云平台_周全_1_10,iot-saas-platform
e465ec92-e275-4590-ac51-77179401fa28,511,1286-新C云平台_[数据盘]tld010082001211_新C云平台_周全_1_新C生产-专汽租户-Tdengine企业版,infra-database
b0edb05f-ddb6-4009-95f2-b5c865d87b72,400,1286-新C云平台_[数据盘]tld010082101129_新C云平台_周全_1_tld010082101129_新C历史数据迁移Kafka（压测）,infra-message-queue
19d73cd9-c891-418a-8075-4dff7a5afc5f,570,1286-新C云平台_[系统盘]tla010082002023_新C云平台_周全_系统盘,infra-node
4d366011-21cb-4990-879c-0003775366bf,752,1286-新C云平台_[系统盘]tla010082002039_新C云平台_zhouq90_系统盘_新C生产-重起租户-ECAFlinkTM,infra-node
5e49b173-24e0-429c-8de8-9a714b5fe305,748,1286-新C云平台_[系统盘]tla010082002142_新C云平台_周全_系统盘_新C生产-专汽租户-ECAFlinkTM,compute-simulation
97615b40-a37f-4aef-bb5d-8a16b44c2622,748,1286-新C云平台_[系统盘]tld010082001072_新C云平台_周全_系统盘_实时工况数据转发dct-kafka（专汽租户）,infra-message-queue
7c1aa5a6-6e5d-4e87-90ac-12a76bdedbfc,565,1286-新C云平台_[系统盘]tld010082001077_新C云平台_周全_系统盘,infra-node
895e161d-13cc-48d5-b430-20c7af591b60,400,1286-新C云平台_[系统盘]tld010082101066_新C云平台_周全_系统盘_tld010082101066_新C历史数据迁移TD（压测）,dev-test-env
98aae01a-39f7-4d85-b859-800666640706,486,1286-新C云平台_[系统盘]tld010082101128_新C云平台_周全_系统盘_tld010082101128_新C历史数据迁移Kafka（压测）,infra-message-queue
5f604f7a-24e2-4ca8-9205-2820a05377a4,589,1286-新C云平台_pvc-ec829d04-01c0-4594-a953-a9059e54f288_tla010082102110_新C云平台_周全,infra-node
5dda0064-f87d-4c40-b6d6-9891ac62c18e,577,1286-新C云平台_tla${ipAddressO}_新C云平台_周全_数据盘_1_tla010082002053_新C云平台_周全,infra-node
1faa98f5-d846-469f-9ed1-68410fcdacba,413,1286-新C云平台_tla010082102058_新C云平台_周全_tla010082102091_新C云平台_周全_系统盘,infra-node
a6de62b1-0bbd-4ed7-b616-e1403e6e38fa,567,1286-新C云平台_tla010082102087_新C云平台_周全_数据盘_1,infra-node
3f62fe4c-da49-4038-932f-3ec09e552c50,576,129_notice_未命名_系统盘,generic-unknown
6bd8c9b4-e3e2-46e4-badf-2b06b29f6bb9,736,12_未命名3_系统盘,generic-unknown
1498ba15-68a2-432d-8f28-2c54cd141401,532,133130355@qq.com_系统盘,personal-use
f229468e-9654-413b-9bb6-39bc1c9f80d9,748,13552146301@139.com1_系统盘,personal-use
45e9be80-8c5e-46fc-9ae3-6adf890653d4,401,13_game_server_auto_scaling_postpaid_未命名_系统盘,game-service
71122c41-67c1-4e97-b81d-724268b11fd1,589,13b-model_系统盘_生产,ai-machine-learning
7326838e-e68b-4db6-8cb2-ab7924d009b5,567,13b-test_未命名_系统盘,dev-test-env
872eab49-1c0f-481b-9b69-7466a5a276c9,532,14.174-esdata1_bs-bj.es.14-174,infra-logging-monitoring
c65b5593-6647-4e71-a28c-04f16015250d,704,1435449306@qq.com7_系统盘,personal-use
9ae28e13-412d-4c60-bd29-12c15b839245,704,163_p2p_v3_163_xiaotun-p2p-v3_系统盘,game-service
0691634d-74f1-4a37-913c-6ae945008599,736,17173-公共-基础架构部_未命名_系统盘_默认项目,infra-node
40dcef6e-e228-4b9f-b83c-35c174a377e2,406,17173-公共_17173-大陆手游发行_支付网关-U7pay-api_数据盘_1,finance-payment
d3c9f72a-30a6-4a9e-9a55-92884e98b811,569,17173-公共_17173-大陆手游发行_支付网关-U7pay-api_系统盘,finance-payment
34debee2-8f22-4c82-9ee1-934b91a3faf7,602,17173-公共_17173-大陆手游发行平台_Navilab2_系统盘,game-service
f5db48f1-90cb-4e17-afd7-0a1c27fa761b,560,17173-大陆手游发行_通用问卷系统-Surveylab-api-node1_数据盘_1,game-service
1713ad67-a9e5-4c0d-9db9-4a8217c811b3,756,17173-大陆手游发行_通用问卷系统-Surveylab-api-node1_数据盘_1_默认项目,game-service
1780b24a-9611-4158-977d-309b3a420b37,406,17173-大陆手游发行_通用问卷系统-Surveylab-api-node1_系统盘_17173-大陆手游发行平台_通用问卷系统-Surveylab-api-node1,game-service
6b3e5e7d-0770-43ac-b1d5-86ed197530d9,662,17173-大陆手游发行平台_应用商店监控Look_数据盘_1,game-service
9718feb0-2843-4dd4-bdc3-73e56b9dee6c,563,17173-大陆手游发行平台_应用商店监控Look_系统盘,game-service
3ba12430-7248-44e2-8ba5-ec70caf92bd7,602,17173-大陆手游发行平台_网关Navilab_数据盘_1,game-service
af8a334a-b5b3-4382-9a9f-258220797d65,605,17173-大陆手游发行平台_网关Navilab_系统盘,game-service
d711b4a2-9f6b-4505-a6d4-cf93504a0cd8,406,17173-大陆手游发行平台_聚合Gamelab_数据盘_1,game-service
52bcb35b-ee79-4c57-b0ec-68151e84b62d,604,17173-大陆手游发行平台_聚合Gamelab_系统盘,game-service
b1f2aa0d-35b0-4e86-b744-71bfcbd6daa8,567,172.21.16.10_17216._activity-cvm-2021-06-25_系统盘,generic-unknown
fa563630-9c32-4c0b-8f67-086085e4a50a,727,172.21.16.11_17216._未命名_3,generic-unknown
e235bbca-f75c-4387-947f-c7e42711cc1a,578,172.21.16.13数据盘_17216.,generic-unknown
aa088e00-ec1d-4991-b0cb-5e260c340ce1,602,172.21.16.13系统盘_17216.,generic-unknown
eaeccf26-1115-4925-9e7a-920f1f7b7a94,652,172.21.16.14_17216._未命名_系统盘,generic-unknown
5fb41820-b8da-44be-b9ac-2651318f2edc,401,172.21.16.16_17216._未命名1_系统盘,generic-unknown
718756ec-f0b9-4883-9647-64614737fee7,456,172.31.7.109_开心微微_赵建龙-开心直播record,media-video-streaming
718756ec-f0b9-4883-9647-64614737fee7,538,172.31.7.109_赵建龙-开心直播record,media-video-streaming
6d14ad57-08d0-4069-9a53-fa1dbfc61864,405,172_28_200_16_未命名_1,generic-unknown
5660e37f-e5a2-4f8d-b451-4ff50be75bc3,563,172_28_200_16_未命名_系统盘,generic-unknown
b004e15e-43bb-4f09-87db-98519de67ee5,405,175-kafgateway_系统盘_175_kafgateway,infra-message-queue
544c1c6e-0177-4646-9e8a-847f7b385af9,519,"177.120-/home/data_177/home/data,有调网站迁移-映射 12319._有调网站迁移-映射 123.57.19.42_默认项目",corp-website-portal
544c1c6e-0177-4646-9e8a-847f7b385af9,735,177.120-/home/data_有调网站迁移-映射 123.57.19.42_有调网站迁移-映射 12319._默认项目,corp-website-portal
8c552be4-4cfd-48bc-a65c-9dcd0c3bd7da,700,1_PWA_未命名_SYSTEM_DISK,generic-unknown
2a9c2801-e303-4ac7-9390-928a67ae9fb0,520,"1_game_server_auto_scaling_postpaid,PWA_未命名3_系统盘",game-service
ae75f303-fa4b-4159-8dc8-8f87bc25d408,566,1_game_server_prepaid_auto_scaling_未命名20_系统盘,game-service
73a1fa0d-ac0d-4f28-9f48-7a0d387788b6,752,1_姚庆涛测试_系统盘,dev-test-env
672cb232-17f1-41f0-b115-e394ffc6d7f2,414,1_未命名_SYSTEM_DISK,generic-unknown
e749951f-9ccd-4c24-9a9c-7b39d7bce186,748,20-集团-北京银行_beijingyinhang_系统盘,finance-payment
21fa373e-58bd-4caf-a31e-531983c76338,563,20-集团-北京银行_系统盘_22-集团-北京银行,finance-payment
bb58a0d9-5e33-48e0-afa5-b997364806e0,571,200-BASE-IMAGE_系统盘,generic-unknown
2b638e6e-ec68-4d98-badc-ba2ee6b951cd,408,200-YUNWEI-1_系统盘,infra-jumpbox
c3a58ba9-1e48-4016-848f-22e6e5ba8bd5,610,200-static-00_idc04-retailcloud-static-00_零售云,ecommerce-retail
2b292168-fb06-43fa-8b37-1ecd7222568e,700,201-BigData-Flume-new2_数据盘_1,data-collection-delivery
25d5ef10-3c2f-4591-9584-afbe2122f55e,414,201-ContentDetection-NEW_系统盘,ai-machine-learning
579a01dc-c8cb-4ece-9b46-9879e4046206,576,201-EVENT-1-NEW_系统盘,dev-test-env
fd8f8741-cc98-4172-bf84-af645dd12697,478,201-EVENT-2-NEW1_系统盘,generic-unknown
3b3c417f-0fcc-4c31-a790-7dbac0ac5097,577,201-EVENT-2-NEW2_系统盘_201-EVENT-3,dev-test-env
48c537a0-ff0b-4a33-82cb-c0da37496dc4,700,201-GPT_系统盘,ai-machine-learning
e180b108-e813-4b39-981a-f941f28641ba,609,201-GameOnlineParameters-NEW_系统盘,game-service
bbc1bc68-d88f-4f81-bd0f-d49e9a7721c2,456,201-LogProcessing-7A1_系统盘,infra-logging-monitoring
e6640975-398b-4ccb-87ab-940230cebc2d,406,201-LogServer-new1_系统盘,infra-logging-monitoring
27b25855-70a9-4f07-ab3c-f02ffac1413b,407,201-Nexus_系统盘,dev-test-env
01c0433d-f791-4fed-9cc9-bb44d27c60bf,563,201-PackageAudit-NEW_系统盘,office-system
25c960a6-bfcf-42a6-ac3a-5b77ae35fa24,610,"201-bigdata-kfk,ckafka-jamaepw7-cbs_201-bigdata-kfk1_系统盘",infra-message-queue
57072dd0-92a5-429a-a504-22fd7155f5ae,407,201-bigdata-kfk2_系统盘,infra-message-queue
7c5458bf-bff6-498c-b273-e8fafe53f759,486,2018_svndata_默认项目,dev-test-env
84fd27b3-5fe0-4e9c-a888-fac10d1c1ae8,487,202-OpActivity-2-NEW_系统盘_202-OpActivityNEW,ecommerce-retail
fa03c659-d4cd-4936-85f4-54d0c8572594,486,202-OpActivity-4-NEW_系统盘,office-system
357341e7-b25e-4a9a-aa5f-5aa5ab7747ca,570,2022-09-21-2177-DI-酷狗数据互通_2022-09-21-2177_数据盘_1_202221DI-酷狗数据互通,media-video-streaming
a0ab3ea7-2b2e-4450-90df-896c9e0b7657,656,2022-09-21-2177-DI-酷狗数据互通_2022-09-21-2177_系统盘_202221DI-酷狗数据互通,media-video-streaming
a15fda79-19e0-4410-8cbf-220b83c46a93,569,2022-12-21-3409_数据盘_1_202221数据盘,infra-node
ba79c9ed-1ff6-45e9-8643-680af198a51b,662,2022-12-21-3409_系统盘_202221系统盘,generic-unknown
8686b826-b42d-4a15-905e-87127d3643e2,685,2022-12-21-3411_[kafka_转DC_北京_天津][存储]_生态合作组-音乐_1193,infra-message-queue
da6ad8f4-20b2-48aa-ae3b-f4c44432113a,757,2023-04-25-20702_[推荐高优cpu_深圳][生产_离线]_生态合作组-音乐_1193,media-video-streaming
3bcd4cf2-aea7-440d-840b-b77f91f4027b,700,20230212加_默认项目,generic-unknown
0d1148c8-ed38-4078-a2ae-f4b563c1d06f,674,20230506dev527480m1-7404-7490-1_数据盘_1,dev-test-env
dc06e12f-fdb8-427d-99a3-b5411f3cd83a,578,2080-YC_系统盘,ai-machine-learning
155949a7-27d4-4b00-9da0-19c0d0f06a5f,400,20_game_server_auto_scaling_postpaid_未命名1_系统盘,game-service
10e7aa60-de51-4962-bd05-e9815a669b71,567,20_未命名_数据盘_1,generic-unknown
8d14eabf-a125-429b-90e7-177e43f58c74,656,216材料工程数据库_数据盘_1,infra-database
6b19a6a3-2e54-4d08-ad9c-35786b7197d7,546,216材料工程数据库_系统盘,infra-database
0bf28548-3cd1-46b1-aa58-cb351c4c73e4,569,21mm-Lexus_wecloud独立网关_23劳动节临时1_数据盘_1(FROM snap-a67stoig),infra-node
7a59ad58-374e-4496-a0a5-74609080dcb9,756,21mm-Lexus_wecloud独立网关_23劳动节临时1_系统盘,dev-test-env
4b748c32-0c7a-497d-8f96-d147e1dc1d2f,698,21mm-Lexus_wecloud独立网关_23年劳动节临时1_数据盘_1(FROM snap-ldgblfyy),infra-jumpbox
2f6c98ed-a7a8-4138-b1d7-1b838b8e0da0,698,21mm-Lexus_wecloud独立网关_23年劳动节临时1_系统盘,infra-jumpbox
b9699a85-5084-41dc-b4d3-43383daf8b07,401,21mm-lexus_wecloud独立nginx-临时测试_数据盘_1(FROM snap-ldgblfyy),dev-test-env
18b5200f-57ee-4c94-a087-5d4272c47cf7,546,21mm-lexus_wecloud独立nginx-临时测试_系统盘,dev-test-env
75c60f3c-3f39-4dff-8057-d0488dc09aa0,571,21mm-lexus_wecloud独立nginx3_数据盘_1(FROM snap-ldgblfyy),corp-website-portal
d44af71f-62e2-4b0f-8e4b-78ffe22c892a,407,21mm-lexus_wecloud独立nginx3_系统盘,corp-website-portal
0d02ee4b-3b82-4018-b219-cc21dd9783d8,406,21mmL-wecloud独立网关-高峰弹性1_数据盘_1(FROM snap-a67stoig),generic-autoscaling
b55bb742-4179-4fc4-aae7-425f799830b6,406,21mmL-wecloud独立网关-高峰弹性1_数据盘_1(FROM snap-a67stoig)_asg-2a0oiou7,generic-autoscaling
b994c3cd-540f-4343-97ec-5ecbccdc23dc,486,21mmL-wecloud独立网关-高峰弹性1_数据盘_1(FROM snap-b204taqc)_asg-2a0oiou7,generic-autoscaling
5e9d485f-a5c2-4eaa-b318-bf4cfb2b591d,653,21mmL-wecloud独立网关-高峰弹性1_系统盘,infra-node
40864676-e5ff-43ae-9e27-149121da4944,561,21mmL-wecloud独立网关-高峰弹性1_系统盘_asg-2a0oiou7,generic-autoscaling
2d4486a7-0904-4f75-8a81-b49e4570c5df,656,220官网数据库_官网数据库数据盘,infra-database
260ff5d1-6949-41af-b1a8-fbed5c32f80b,547,220官网数据库_官网数据库系统盘,infra-database
7faaacd3-265b-4c16-9ca0-133eb925f72f,656,221认证培训数据库_认证培训数据库数据盘,infra-database
c2d06644-2bb2-4eae-851c-54e9a9a60b0e,656,221认证培训数据库_认证培训数据库系统盘,infra-database
cf4d15dc-28b5-4eee-8b05-f18f5e00fcaf,771,"22_game_server_auto_scaling_postpaid,PWA_未命名_系统盘",game-service
5e166033-227e-43c2-88e5-798af3e080a9,656,236官网发布_官网发布数据盘,corp-website-portal
1a1aae5e-1111-44f3-bfe4-82f755b90470,656,236官网发布_官网发布系统盘,corp-website-portal
e989a2f4-c104-43c3-8f04-bc2ad58e4c03,656,238认证培训发布_认证发布数据盘,education-learning
b20daeee-3ce5-4f16-842f-b77818044e59,653,238认证培训发布_认证培训发布系统盘,education-learning
979d64fd-77b5-4f78-8816-3b67609e1567,748,23款农机_未命名_系统盘,generic-unknown
8e2ba3bb-5dd9-4b0c-b547-2d78edf44d13,546,240航空材料学报_航空材料学报系统盘,media-news-portal
2c61b050-e87f-43b3-b61b-d7be3bb1b59d,656,242创新平台_系统盘,gov-public-service
04e9f3ee-b332-4b85-b5fd-3349e31c6a74,656,248创新材料库_数据盘_1,infra-database
8d65fca5-b080-42bf-937b-4828ef3cbb37,656,248创新材料库_系统盘,office-system
9c03cd9d-e8b8-482b-904a-8c514eeb1b6f,604,251材料工程发布_数据盘_1,compute-simulation
f3ef2d15-253a-4ebb-ae8b-d9300207c365,547,251材料工程发布_材料工程数据盘F,compute-simulation
ba794a76-fa91-47c7-934e-0308c7cece15,656,251材料工程发布_系统盘,dev-test-env
e5cf8a9c-6e80-4077-9320-eb4b249bd835,401,2M抢位_视频抢位_系统盘_运营商-广州腾讯视频SDK,media-video-streaming
e5b9e92f-c04b-4583-9065-2f9d78f22067,406,2c810_系统盘_GM-营销中台-bcp-01,office-system
1b504d62-8d6e-4b6b-978b-91bf250b036b,401,2c81_系统盘_GM-营销中台-组件-01,game-service
19bccaea-ecd5-4019-8552-7af1d2390137,406,2c82_系统盘_GM-营销中台-前端-02,office-system
abaa9855-db50-4c71-bc5a-6d2a632e6baa,477,2c83_系统盘_GM-营销中台-MA6-01,game-service
8b5ac9ad-8f5a-4e1f-b3ca-b478a10751c1,401,2c85_系统盘_GM-MP-APP-01,game-service
42f82728-7d88-4643-a252-df5c28c40eed,406,2c86_系统盘_GM-营销中台-ftp服务-前端-01,office-system
ccb691db-4b4c-42af-ad9e-d5a32654346b,752,2成  cyp0ct6_系统盘_2成 7749qqo,generic-unknown
f33e42ab-0f05-4d96-8464-961d4c1c72ed,656,2材料数据查询_管理服务器_数据盘_1,office-system
b5b484f5-5590-4574-8773-719f82278c9e,414,2材料数据查询_管理服务器_系统盘,office-system
3a7e541e-6988-4dfc-bfa1-f406a1e83881,748,3.1-SAAS-yb-admin-2_系统盘_3SAAS-yb-admin,iot-saas-platform
ffae47c1-a72a-4a1a-bad1-6436d0f30d5d,674,3.4test_系统盘,dev-test-env
07f48eca-9d3c-435e-9a55-f0b931a41da9,570,30层演播区-多人连线服务-视频连线LX2_系统盘_NMS-VC-01,media-video-streaming
2549d565-263c-4d59-99f5-76e07e57a72f,436,33-B1_Unnamed_SYSTEM_DISK,generic-unknown
201b772f-9f76-49b5-9777-f53fbdd36cf3,736,33061_系统盘_localpv2,infra-node
efd489bc-dd66-4581-aeaa-3be35e852273,736,3306_系统盘_TaoTao2,infra-database
d70d7013-48d9-4dd6-b795-ac203b3af436,752,3306_系统盘_archery,infra-database
cc9a7142-e297-407d-9a1a-57679958e8d7,656,3D模型服务器_未命名_系统盘,media-video-streaming
9aff0a87-23b5-4a3c-a3c8-9d8049a542ce,748,403-trade-bj_403_gwell_saasgateway_系统盘,iot-saas-platform
9aff0a87-23b5-4a3c-a3c8-9d8049a542ce,564,403_gwell_saasgateway_系统盘_403_zzyw,iot-saas-platform
a9d59dd2-b01c-41a3-aff3-c359ced6d560,704,405-webapi-bj_405_webapi-2_系统盘,generic-unknown
a9d59dd2-b01c-41a3-aff3-c359ced6d560,538,405_webapi-2_系统盘_405_zzyw-webapi,dev-test-env
f790e9ee-4f48-40af-9ea1-eeb46c9b7752,476,407_DB同步根节点-2_未命名_系统盘,infra-database
